id	time	property	value1	value2
Part.24	303.85	place	enter	B5
Part.17	303.85	place	exit	M6
Part.17	303.85	place	enter	B6
Part.24	303.85	place	exit	M5
Part.16	306.7872	place	exit	M7
Part.17	306.79	place	enter	M7
Part.17	306.79	place	exit	B6
Part.38	306.92	place	enter	M1
Component.39	306.92	place	exit	M2
Part.32	306.92	place	exit	B1
Part.27	306.92	place	exit	M4
Part.27	306.92	place	enter	B4
Part.37	306.92	place	exit	M1
Component.40	306.92	place	enter	M2
Part.28	306.92	place	exit	B2
Component.28	306.92	place	exit	B3
Component.38	306.92	place	enter	B3
Part.32	306.92	place	enter	B2
Component.39	306.92	place	enter	M3
Part.37	306.92	place	enter	B1
Component.38	306.92	place	exit	M3
Part.28	306.92	place	enter	M4
Part.26	315.8477	place	exit	B4
Part.19	315.8477	place	exit	B5
Part.26	315.8477	place	enter	M5
Part.19	315.8477	place	enter	M6
Part.25	315.85	place	exit	M5
Part.25	315.85	place	enter	B5
Part.18	315.85	place	exit	M6
Part.18	315.85	place	enter	B6
Part.33	316.92	place	exit	B1
Component.29	316.92	place	exit	B3
Component.40	316.92	place	exit	M2
Part.29	316.92	place	exit	B2
Part.29	316.92	place	enter	M4
Part.33	316.92	place	enter	B2
Component.40	316.92	place	enter	M3
Part.28	316.92	place	enter	B4
Part.28	316.92	place	exit	M4
Part.38	316.92	place	exit	M1
Part.38	316.92	place	enter	B1
Part.39	316.92	place	enter	M1
Component.39	316.92	place	exit	M3
Component.41	316.92	place	enter	M2
Component.39	316.92	place	enter	B3
Part.17	319.7872	place	exit	M7
Part.18	319.79	place	enter	M7
Part.18	319.79	place	exit	B6
Component.42	326.92	place	enter	M2
Component.41	326.92	place	exit	M2
Part.34	326.92	place	exit	B1
Part.34	326.92	place	enter	B2
Component.40	326.92	place	exit	M3
Part.39	326.92	place	exit	M1
Component.40	326.92	place	enter	B3
Part.30	326.92	place	exit	B2
Component.41	326.92	place	enter	M3
Part.30	326.92	place	enter	M4
Component.30	326.92	place	exit	B3
Part.29	326.92	place	enter	B4
Part.29	326.92	place	exit	M4
Part.40	326.92	place	enter	M1
Part.39	326.92	place	enter	B1
Part.19	327.85	place	enter	B6
Part.19	327.85	place	exit	M6
Part.18	332.7872	place	exit	M7
Part.19	332.79	place	exit	B6
Part.19	332.79	place	enter	M7
Part.30	336.92	place	enter	B4
Part.40	336.92	place	enter	B1
Component.42	336.92	place	exit	M2
Component.31	336.92	place	exit	B3
Component.41	336.92	place	exit	M3
Part.41	336.92	place	enter	M1
Part.31	336.92	place	exit	B2
Part.35	336.92	place	exit	B1
Part.40	336.92	place	exit	M1
Part.30	336.92	place	exit	M4
Component.43	336.92	place	enter	M2
Component.41	336.92	place	enter	B3
Part.35	336.92	place	enter	B2
Component.42	336.92	place	enter	M3
Part.31	336.92	place	enter	M4
Part.36	346.92	place	exit	B1
Component.44	346.92	place	enter	M2
Part.42	346.92	place	enter	M1
Component.43	346.92	place	enter	M3
Component.42	346.92	place	exit	M3
Part.41	346.92	place	enter	B1
Part.41	346.92	place	exit	M1
Part.36	346.92	place	enter	B2
Component.43	346.92	place	exit	M2
